name,abstract,title
Alina Boecker,"Thanks to Gaia and large spectroscopic surveys we now understand the past merger history of the Milky Way by examining the properties of its halo stars. For statistical samples of external galaxies however, spectroscopic observations, necessary to extract stellar population information, are mainly confined to their central regions. Using the cosmological, hydrodynamical simulation TNG50 I show that even in the central 500pc the stellar mass build-up is dictated by a galaxy’s individual interaction history. The tightly bound nuclear regions of satellite galaxies survive the tidal forces during mergers and can efficiently deposit ex-situ material in the center of their host – particularly in the case of major mergers. The exact amount of accreted material in the center varies significantly at fixed galaxy type ranging from a few to nearly 50 percent for Milky Way like galaxies. TNG50 predicts that ex-situ stars are distinct from in-situ stars, as they are the oldest, most metal-poor and alpha-enhanced population. I measured similar stellar population signatures in galaxies observed with SDSS by extracting age-metallicity distributions from their integrated spectra covering the same central 500pc. By comparing the results from SDSS to realistic mock observations from TNG50 I point out current challenges faced in measuring and predicting stellar population properties on both sides. The synergy between observations and simulations is crucial and provides first evidence that galaxy centers can be used to probe past merger events. This will facilitate comparisons between the individual formation pathways of the Milky Way and its external analogues. ",Stellar populations in SDSS and TNG50: tracing past merger events from galaxy centers 
Ankit Kumar,"Recent studies of Milky Way kinematics in the Solar neighbourhood based on the enormous data from SEGUE, RAVE, LAMOST, and GAIA have revealed the wave-like patterns in the motion of stars. Stars coherently move away or toward the mid-plane of the Galaxy resulting in expanding or contracting breathing motion, respectively. In this meeting, we will present our recent work on the origin of this wave-like breathing motion in the Milky Way. We simulated the flyby interactions of two disk galaxies with the mass ratio of 5:1 and varied the orientation of flyby orbits. We found that the flyby interaction induces a two-armed spiral pattern in the host galaxy and the strength of this spiral pattern depends on the angle of inclination during flyby interaction. The prograde-prograde configuration of galaxy flyby induces the most strong spiral pattern. The flyby-induced spiral arms are transient density waves in nature. They form just after the pericenter passes and decay slowly after reaching maximum strength. We found that the contracting breathing motion in the disk is associated with the spiral arms, whereas the expanding breathing motion is associated with the inter-arm region. We confirmed that the breathing motion is not the direct consequence of the tidal interactions of galaxies. It is the spiral arms which originate the breathing motion in the disk of the galaxies.",Excitation of wave-like breathing motion in the Milky Way during galaxy flybys
Bijan Nikouravan,"HD 158259 (or HIP 85268) is one of the members of the main sequence in G0 group stars located approximately 88 ‎light-years away in the constellation Draco, discussed with respect to the solar system. HD 158259 was discovered by the ‎SOPHIE ‎échelle spectrograph using the radial velocity method. This system includes five confirmed planets orbiting HD ‎‎158259, ‎together with one unconfirmed planet. The planets orbit in a near 2/3 (or 3:2) orbital resonance. Starting from the innermost ‎pairing, the period ratios are with the period ratios ‎‎1.5757, 1.5146, 1.5296, 1.5128, and 1.4482, respectively, starting from the ‎innermost pairing. Here we theoretically investigate the HD ‎‎158259 system for the Semi-major axis, planet's mass, star ‎luminosity, ‎ inner,‎‏ ‏ ‏center, outer, and ∆(HZ) habitable zone. We account for radial ‎velocity amplitude, planet density, and ‎Laplace’s resonance, theoretically. The existing possibility of the sixth and undetected ‎planet (HD 158259 g) was also ‎investigated. The orbital period and semi-major axis of this planet, are computed with 0.047726 years (17.420 ‎days) and 0.135 ‎AU respectively, with 𝑅2 = 0.9964. The radial velocity amplitude of this new and undetected planet was ‎computed to be about ‎‎1.625 km/s. The mass of planets in terms of Solar, Jupiter, and Earth have shown direct proportional ‎relation with an ‎approximate increase in their semi-major axis. The lowest mass is closest to the star and the highest is farthest from the star. We ‎compare the habitability zone to that of NASA, Kopparapu et.al, and the original Kopparapu estimate. The application of the relative mean motion ration (RMMR) for resonance in the triads of successive planets showed that the mode of RMMR is ‎approximately ‎2/3 (or 3:2) orbital resonance, with the calculated period ratios shown above. we have also calculated the planetary ‎equilibrium temperature (PET) in terms of the size, temperature, Albedo, and distance planet to its parent star.‎",Computed Physical Characteristics of the HD 158259 ‎Planetary System
Boquan Erwin Chen,"Other than hydrogen, helium, and a trace amount of lithium created in the Big Bang, about eighty naturally occurring elements are forged in stellar nucleosynthesis. The diverse chemical compositions of stars and interstellar gas are products of the environment and the evolutionary history of their host galaxies. Large-scale spectroscopic surveys including APOGEE, GALAH, and LAMOST have delivered precisely measured abundances for at least several hundred thousand stars up to 30 elements, including several elements heavier than iron. Combined with the astrometry from the \textit{Gaia} mission and asteroseismology with the \textit{Kepler} mission, we now have an unprecedented amount of data covering a wide area of our Galaxy and are able to map the chemical distribution and trace how the chemical abundances evolved over time in the solar neighbourhood and beyond. The goal of galactic chemical evolution (GCE) models is to probe the mechanisms and conditions of galaxy evolution at different epochs and reproduce the chemical properties of galaxies, particularly the Milky Way. These models implement simple physical laws to generate aggregate chemical trends for a galaxy or a region within a galaxy or multiple regions simultaneously. They have far less computational demands than cosmological chemodynamical simulations and thus can cover a large area in parameter space in a short amount of time. In this talk, I will show how my GCE model reproduces the chemical distribution at different locations in the Milky Way and detailed age-abundance relationship in the solar neighbourhood. I will discuss what we can infer about the conditions of the Milky Way from the GCE model. ",Revealing the conditions of galaxy evolution through chemistry
Carme Gallart,"We are deriving unprecedentedly detailed star formation histories (SFH) for the different components of the Milky Way, from direct modelling of Gaia colour-magnitude diagrams. For this, we are using the same techniques that have been proven successful for external galaxies in the Local Group. These SFHs provide and extremely detailed view of the evolution of the stellar mass and metal content in the Milky Way, from the very first epochs of star formation, with ~10% precision in age even for the earliest epochs. From these SFHs, largely unbiased and homogeneous stellar age and metallicity distributions for the different Galactic components can be obtained. This approach provides an alternative solution to the difficult problem of deriving stellar ages, the still largely missing information necessary to interpret the wealth of information available today for Galactic Archaeology. Our first results using Gaia DR2 were extraordinarily promising and allowed us to date the first events involved in the formation of the inner Milky Way halo [1], and to determine the presence of epochs of enhanced star formation, possibly associated to the various pericentric passages of the Sagittarius dwarf galaxy [2]. In this talk I will focus on two main new results: -1) the first spatially-resolved SFHs for the Milky Way disk, derived using Gaia DR3 data. They have been obtained by slicing, parallel to the plane, a cylinder spanning 1 Kpc heliocentric radius and +/-3 Kpc height from the plane. These SFHs across the Milky Way thin and thick disks show an incredibly complex evolution, with many distinct star formation episodes contributing differently at different heights above the plane. These SFHs, thus, provide unprecedentedly clear insights about the formation process of our Galactic disk. Preliminary results of this work have been presented in a seminar (http://iactalks.iac.es/talks/view/1439). -2) the first insights into the SFHs of differentiated Milky Way halo building blocks. I will also discuss future prospects to reach a larger Milky Way volume, and to combine chemodynamical information with this approach to study the Milky Way evolutionary history.",The complex star formation history of the Milky Way disc(s) and halo from Gaia CMD-fitting.
Chiaki Kobayashi,"Metallicities and elemental abundances can constrain physical processes during galaxy formation and evolution. This approach, Galactic Archaeology, has been popularly used for our Milky Way Galaxy. It can also be applied to external galaxies thanks to recent and future observations with integral field spectrographs. My team has been running hydrodynamical simulations from cosmological initial conditions including detailed chemical enrichment. I will show how our Milky Way Galaxy formed, analyzing inflow, outflow, radial flow, and stellar migration in our simulation. I will also predict the distribution of elemental abundances comparing to the Galactic Archaeology survey data. Then using the same chemical enrichment code, I will show how other galaxies formed and evolved across Cosmic Time, including a barred spiral galaxy at z=2 in our simulation. I will also predict the evolution of mass-metallicity relations and metallicity radial gradients. These predictions can be tested with future observations such as with the James Webb Space Telescope and Atacama Large Millimeter Array.",Chemodynamical evolution of galaxies: from Milky Way to early disk galaxies
Chiung-Yin Chang,"To understand how the evolution of grain size distribution in galaxies affects observed dust properties, we apply a post-processing dust evolution model to galaxy merger trees from the IllustrisTNG cosmological hydrodynamical simulation.   Our dust model includes stellar dust production, sputtering in hot gas, dust growth by accretion and coagulation in the dense interstellar medium (ISM), and shattering in the diffuse ISM. We decompose the grain size distribution into different dust species depending on the elemental abundances and the dense ISM fraction given by the simulation. In our previous work, we focused on Milky Way (MW) analogs and reproduced the observed MW extinction curve. In this study, we compute dust spectral energy distributions (SEDs) for the MW analogues. Our simulated SEDs broadly reproduce the observed MW SED within their dispersion and so does the observational data of nearby galaxies, although they tend to underpredict the MW SED at short wavelengths where emission is dominated by polycyclic aromatic hydrocarbons (PAHs). We find that metallicity and dense gas fraction are the most critical factors for the SED shape, through their influence on coagulation and shattering.  The overall success of our models in reproducing the MW SED further justifies the dust evolution processes included in the model and predicts the dispersion in the SEDs caused by the variety in the assembly history. We also show that the most significant increase in the dust SED occurs between redshifts z~3 and 2 in the progenitors of the simulated MW-like galaxies.",Dust SEDs in Milky Way-like galaxies in the IllustrisTNG simulations based on the evolution of grain size distribution
Danny Horta (1),"In the Lambda-Cold Dark Matter paradigm for the evolution of the Universe, galaxies grow in great measure by cannibalising smaller satellite systems. The intricacies of this hierarchical formation mechanism help elucidate how galaxies assemble their mass over time. For the case of the Milky Way, the era of large-scale stellar surveys has delivered an unprecedented multi-faceted view of the Galaxy. These data have enabled discoveries of stellar populations postulated to originate from disrupted satellite galaxies that have been accreted by the Milky Way over time. Albeit these exciting findings help constrain the mass assembly history of the Galaxy, the technical details of each accretion episode are not yet fully understood. In order to help tackle this problem, in this talk I will present results on the observable properties of the (massive) disrupted satellite systems in Milky Way-like galaxies from the Latte/FIRE-2 zoom-in cosmological simulations. Specifically, I will show how the stellar mass and time of accretion are fundamental parameters that work in unison and dictate how the resulting spatial distribution, orbital energy, and [α/Fe]-[Fe/H] chemical compositions of the stars belonging to the stellar debris of such mergers are manifested in observable planes. A particularly exciting result I will present is that we find that a significant fraction of the lower-mass satellites accreted at (very) early times deposit debris in the outer halo (~R$_{GC}$ > 50 kpc), that should be detectable in kinematic surveys probing deeper into the Galactic stellar halo. In summary, this work aims to deliver a theoretical blueprint that can guide recent/upcoming observational results on the identification of disrupted satellites in the Milky Way. ",The observable properties of disrupted satellite galaxies around Milky Way-like haloes
Danny Horta (2),"Galactic haloes in a Λ-Cold Dark Matter (ΛCDM) universe are predicted to host today a swarm of debris resulting from cannibalised dwarf galaxies that have been accreted via the process of hierarchical mass assembly. The chemo-dynamical information recorded in the Galactic stellar populations associated with such systems helps elucidate their nature, placing constraints on the mass assembly history of the Milky Way. Using data from the APOGEE and Gaia surveys, I will present an examination of APOGEE targets belonging to the following substructures in the stellar halo: Heracles, Gaia-Enceladus/Sausage (GES), Sagittarius dSph, the Helmi stream, Sequoia, Thamnos, Aleph, LMS-1, Arjuna, I’itoi, Nyx, Icarus, and Pontus. By examining the distributions of all substructures in chemical space considering the abundances of elements sampling various nucleosynthetic pathways, in this talk I will show results that help elucidate the reality and nature of halo substructures in the Milky Way. The results from this work help place constraints on the accretion history and mass assembly history of the Galaxy.",The chemical characterisation of halo substructure in the Milky Way based on APOGEE
Diego Sotillo-Ramos,"We have used TNG50, the highest resolution realization of the IllustrisTNG project to study the formation and evolution of a total of ~200 Milky Way- and Andromeda-like galaxies. TNG50 covers and resolves scales that range from the tens of comoving megaparsecs to the tens of parsecs of the internal structure of individual galaxies. Its high resolution (with a baryonic element mass of 8.5 x 10^4 Msol and average cell size of 70–140 pc in the star-forming regions of galaxies), comparable to current zoom-in simulations, allows to follow the evolution of these galaxies up to high redshift (z~6): for example, TNG50 returns more chaotic/turbulent disks at z~2-4 than today (Pillepich+2019). Also, the evolution histories are extremely diverse and z~2 progenitors of MW/M31-like galaxies extend over ~2 (~1) orders of magnitude in stellar mass (halo mass). The number and type of mergers that this galaxies undergo is very diverse, and some of them had their last major merger 10 Gyr ago but others underwent major mergers recently (in the last 5 Gyr) and are still disky today, with some of them even exhibiting a geometric thin disk of only ~200-300 kpc, like the MW (Sotillo-Ramos+2022, submitted). The stellar disk flaring appears in a plethora of flavors in these galaxies: focusing on the flaring of mono-age stellar disk, TNG50 is able to reproduce different types and amounts of disk flaring, bracketing the majority of the existing observational and theoretical results (Sotillo-Ramos, in preparation).",MW- and M31-like galaxies in the cosmological simulation IllustrisTNG
Emma Dodd,"Galaxies stellar haloes are known to build up through the accretion of smaller systems, with stars from a single merger being deposited onto similar orbits. Since orbits can be characterized by their integrals of motion such as energy or angular momenta, we can thus search for the stellar debris of past accretion events by looking for over-densities in integrals of motion space (IOM). Using the Gaia DR3 data-set we identify such merger debris in the Milky Way halo near the Sun. We utilise a parameter-free clustering algorithm that allows us not only to find over-densities in IOM space but also to assess their statistical significance. We characterise the statistically significant over-densities using metallicity and chemical abundance information from Gaia DR3, LAMOST LRS DR7 and APOGEE DR17. We find that the local stellar halo contains 7 main dynamical groups, including in-situ structures, several previously known accreted substructures and one new substructure. In addition, we identify a large number of smaller clumps that are interesting dynamically with chemistry suggestive of an accreted origin. I will present an updated view of the Milky Way's accretion history that emerges from this analysis. ",Gaia DR3 view of dynamical substructure in the local stellar halo
Emma Fernández Alvar,"The disc is the defining structural component of MW-like galaxies, and understanding its formation and evolution is crucial to verify the galaxy formation theory. The current cosmological paradigm, the Lambda-Cold Dark Matter model, predicts that galaxies form by assembly of smaller substructures. However, the specific processes that lead to the current disc configuration in terms of morphological, chemical and kinematical properties are far from clear, preventing the progress of galactic formation understanding. The highly detailed results that can only be obtained from the MW are fundamental to constrain galactic formation models. Recent observational studies discovered extremely metal-poor MW stars rotating in a disc-like configuration (e.g. Fernández-Alvar et al. 2021). This puzzled the formation scenario, since such low metallicity stars are expected to form very early, when the Galaxy was still under an intense merger activity causing the heating of newborn stars and preventing a flat configuration. In this talk I will present the state-of-the art of this topic and a recent analysis confirming the existence of the metal-poor tail of the thin disc within the recent Gaia DR3 database. I will also present the implications of this discovery under the light of cosmological simulations predictions.",On the edge of the Milky Way thin disc formation
Francesca Pinna,"Stellar populations of massive galactic disks allow us to draw the mass assembly of disk-dominated galaxies. Properties of old, metal-poor thick disks trace the early stages of galaxy formation, while younger metal-rich thin disks tell us about later evolutionary phases. Both Galactic and extragalactic recent studies have revealed that thick- and thin-disk star-formation histories are regulated by the interplay of internal and external processes. However, there is still no common agreement on the balance between direct accretion of ex-situ stars and in-situ star formation, while the latter can occur both from gas enriched via internal chemical evolution and from more-pristine accreted gas. Only the comparison with state-of-the-art numerical simulations can provide the Rosetta Stone to interpret the observable properties more in depth. In this work we extract edge-on maps of stellar age, metallicity and [Mg/Fe] abundances of 26 Milky Way-mass galaxies from the AURIGA zoom-in cosmological simulations, as well as the star-formation and chemical-evolution histories of their thin and thick disks. We compare these results to integral-field spectroscopic observations of edge-on disk galaxies and to recent findings in our Galaxy. By tracking stars across time, we unveil the relative contributions of internal evolution and external processes. Finally, mapping the evolution of stellar and gas properties, we uncover the transition from thick-disk to thin-disk formation and their evolutionary connection, allowing us to trace the full buildup of disk galaxies.  ",The interplay of internal and external processes in the buildup of Milky Way-mass disk galaxies: stellar populations of thick and thin disks in AURIGA simulations
Ioana (Jo) Ciuca,"We employ our Bayesian Machine Learning framework BINGO (Bayesian INference for Galactic archaeOlogy) to obtain precise relative stellar age estimates with uncertainties for 68,865 red giant and red clump stars observed by the high-resolution (R ~ 22,000) spectroscopic survey APOGEE DR17. By combining the age and metallicity information, we dissect the Galactic disc stars into four radial components, namely, the inner disc (R < 6 kpc), the local disc (6 < R < 8 kpc), the outer disc (8 < R < 10 kpc) and the most outer disc (12 > R > 10 kpc). We then examine the age-metallicity relationship across all radial regions and find our results to be consistent with a transition of the phase from the thick to thin disc starting approximately 10 Gyr ago.  We also identify, albeit tentatively, a sharp dip in metallicity happening around 12 Gyr ago, observed most clearly within the 8 < R < 10 kpc region. To understand its possible origins, we explore the AMR in two of the Auriga suite of zoom-in cosmological simulations, Au18 and Au23, where we can also observe a dip of 0.1 dex in metallicity in the outer regions, with the dip being broader in Au23. In both these simulations, this dip coincides with a gas-rich merger (Au 18) or galactic fountain event (Au 23), further supporting the scenario that the metallicity dip is likely the result of a gas dilution event. Contingent upon a proper treatment of the measurement error in the observed AMR of the Milky Way, the existence of such a dip in metallicity is a valuable diagnostic for when the last massive merger of the Milky Way took place.",The Galactic Dip: Investigating the effect of mergers on the observed age-metallicity relation in the Milky Way disc
Ivanna Escala,"The Milky Way (MW) is the cornerstone of our understanding of disk galaxy formation. However, there is growing evidence that the MW’s relatively quiescent formation history sets it apart from its sister galaxy, Andromeda (M31).  At the nexus of near- and far-field galaxy evolution, M31 provides an exquisite opportunity to expand our knowledge of hierarchical galaxy assembly and galactic chemodynamics. Outstanding questions remain concerning M31's structural assembly: has its disk survived a major merger within the last few billion years, and does this merger coincide with the formation of its Giant Stellar Stream?  In this talk, I will present novel results on the nature of M31's inner stellar halo and disk based on data from the Spectroscopic and Photometric Landscape of Andromeda's Stellar Halo (SPLASH) and Panchromatic Hubble Andromeda Treasury (PHAT) surveys. With measurements for over 3500 individual red giant branch stars, this represents the first large-scale chemodynamical analysis of M31's inner disk region. I will discuss evidence in favor of (1) an inextricable connection between the formation of M31's inner stellar halo and disk, (2) distinct channels driving the formation of the stellar halo along the major versus minor axes, and (3) a uniformly thick structure for the disk.  I will conclude by placing these findings in the context of the MW and disk galaxy formation in general.",Resolved SPLASH Chemodynamics in Andromeda's PHAT Stellar Halo and Disk
Jason Hunt,"Data from ESA’s Gaia mission is already revolutionizing Galactic astronomy, providing an unprecedented view of the Solar neighborhood and beyond. However, while it provides us a great opportunity to transform our understanding of the Milky Way, it has also highlighted how far from equilibrium our Galaxy is. The spiral pattern in vertical position vs. velocity is a signature of our Galaxy’s past interaction with perturbing influences such as merging dwarf galaxies, or internal substructure. We dissect and analyze these ‘phase spirals’, showing the first discovery of two armed ‘breathing spirals’ in the inner disc, and show how we can leverage high resolution galaxy models and dynamical theory to learn about the structure and history of our Galaxy.",Vertical disequilibria in the Galactic disc
Jianhui Lian (1),"The Milky Way has a thick and a thin disk component with distinct scale height and age/abundance distributions. Deep near-IR imaging of nearby edge-on galaxies show that this dual disk structure is quite common. However, even in the MW, unanswered questions include whether the disks formed at the same time or sequentially, what caused the thick disk’s thickness, and how many phases of formation contributed to each component. Both MW and extragalactic observations are essential to disentangle thin/thick disk formation scenarios. In this talk, I will introduce work to address thin/thick disk formation by looking at the disk structure of edge-on galaxies beyond the local Universe when the present-day thick disk is expected to be already in place and the thin disk is not (fully) established yet. My analysis of JWST’s first image of Stephan's Quintet reveals 39 distant edge-on galaxy candidates, with photometric redshift out to at least 0.5. Preliminary analysis suggests diverse vertical structure of these galaxies with some even dominated by a thick disk alone, resembling the structure of the early Milky Way. I will talk about the diverse vertical structure of these galaxies and the implications for thin/thick disk formation across redshift.",Thin/thick disk structure beyond the local Universe
Jianhui Lian (2),"Our picture of how galaxies evolve and enrich the Universe relies directly on our understanding of when, where, and how our own Galaxy’s stars evolved and died. Currently, massive stellar surveys are yielding spectroscopic datasets of unprecedented size and quality for Milky Way stars well beyond the Sun. These observations reveal complex, position-dependent patterns of age and abundance that comprise the most rigorous observational constraints to date for models of Galactic star formation. In this talk, I will present our series of works in which we propose an intriguing multi-phase accretion and star formation scenario that is able to coherently explain the position-dependent complex patterns of age and chemical abundances (e.g., bimodal [α/Fe]-[Fe/H] distribution and interrupted age-[Fe/H] relation) observed in the bulge, inner and outer disk of our Galaxy. This multi-phase star formation picture highlights the importance of an early quenching process in the transition from thick to thin disk formation and of a recent accretion and starburst event, possibly triggered by the pericenter passage of Sagittarius dwarf galaxy, in the thin disk formation. Taking advantage of the wide radial coverage of APOGEE data, we further quantify the radial properties of the recent gas accretion to better understand the source of this accretion event. The results of these works provide revealing insights into the thick-to-thin disk transition in the early Universe and gas accretion fueling disk formation at a large range of redshift.",A comprehensive picture of the Milky Way’s disk formation inferred from stellar age and chemical abundances
Leandro Beraldo e Silva ,"Thin disc stars are younger than thick disc stars on average, and some models predict the thin disc to start forming only after the thick disc has formed, around 10 Gyr ago. According to these sequential scenarios, no significant old thin disc population should exist. In this talk, I will show recent observational evidence for the presence, in the MW, of an old thin disc population. I will discuss how the observed trends disfavour sequential scenarios but can be nicely explained if the early MW disc had gas clumps with high star formation rate",Co-formation of the Milky Way's thin and thick discs
Martin Rey,"I present genetically-modified, cosmological simulations showing how past radial mergers imprint the stellar haloes of Milky-Way-like galaxies. Recent astrometric and spectroscopic datasets have transformed our view of the halo of the Milky Way, allowing us to identify the kinematic and chemical signatures of past merger events that happened several billion years ago. However, pinpointing the cosmological build-up of our Galaxy remains challenging – it requires models matching the extremely high level of detail available in galactic datasets, while scanning through cosmological assemblies to distinguish each formation scenario’s observables. I present a new approach to tackle this challenge, combining high-resolution (20 pc) cosmological simulations of Milky-Way-mass galaxies to enable detailed studies of galactic structure, with the genetic modification approach. Genetic modifications allow us to introduce a controlled change in a galaxy’s cosmological history, here growing and decreasing the significance of a radial merger at z~2 alike Gaia Enceladus, while maintaining its cosmological environment and final dynamical mass fixed. Comparing these related scenarios then enables a causal link between a galaxy’s past mergers and its observables today. Scanning from a very minor to equal-mass radial merger at z~2, I will show that all merger scenarios lead to a significant radially-biased population of halo stars as observed in the Milky Way, although with a different cosmological nature in each case and markedly distinct disc morphologies and kinematics.",The structural imprints of past radial mergers in Milky-Way-like galaxies
Mochamad Ikbal Arifyanto,"Our Galaxy consists of different stellar populations, which need to be decomposed in order to understand their formation and evolution. Decomposition methods based on kinematical and dynamical properties are more physically motivated than only from kinematical properties-based one. We use the supervised machine learning methods such as Random Forest and Support Vector Machine to extract stellar components from Gaia Universe Model Snapshot (GUMS) in the Gaia DR3 supplementary tables. GUMS is a synthetic catalogue of objects from the universe model for a given static time simulating the real environment where Gaia will observe. We selected GUMS data within 4 kpc from the Sun for each assigned population IDs: 1 for thin disk, 2 for thick disk and 3 for halo populations and calculated the actions JR, Jphi, Jz, zmax and eccentricity. We applied the random forest classification methods to the dynamical properties data combined with chemical properties (Fe/H and alpha/Fe).  The random forest method gave the accuracy to detect thin disk, thick disk and halo population as 81%, 77% and 93%, respectively and the precision are 71%, 68% and 93%, respectively. The actions, eccentricity, Fe/H and alpha/Fe are good in discriminating the populations. We will apply this result with Gaia DR3 data to select the thick disk component to determine its substructures.  ",Galactic Stellar Component Decompositions from Gaia Universe Model Snapshot (GUMS) Data Using Machine Learning
Muhammad Ali Syaifudin,"We filtered Gaia DR3 stars in cylindrical volume with a radius of 150 pc and a height of 200 pc in the Galactic plane to determine their number density and kinematics. The main sequence of types A, F, and early G were used as tracers, which have been assumed to reach dynamical equilibrium. The completeness of Gaia DR3 was incorporated into the vertical number density calculation. The vertical kinematics of the tracers in the Galactic plane were also calculated, which results similar to Buch et al (2019). Based on the collisionless Boltzmann equation, given Galactic potential and vertical kinematics, the number density of tracers can be predicted. The Poisson equation was employed to calculate the Galactic potential from some Galactic density, from which this work will use multi-components Bahcall density model, halo dark matter, and thin dark disk. The results will be important to test the Modified Newtonian Dynamics (MOND) hypothesis, by ignoring the dark matter contribution. From the MOND framework, the critical acceleration can be calculated from the modified Poisson equation. This critical acceleration value will be compared with the literature so that it can validate whether the MOND hypothesis holds from stellar vertical dynamics.",Galactic Local Mass Density from Kinematics and MOND approach: Preliminary result
Namitha Kizhuprakkat Ramachandran,"Using the Dark Energy Spectroscopic Instrument (DESI), the DESI Milky Way Survey (MWS) will explore the assembly history of the Milky Way by discovering remnants of ancient dwarf galaxy accretion events and improving constraints on the Galaxy’s 3D dark matter distribution. This presentation describes our work on generating mock catalogues that match the selection criteria of DESI MWS, using six cosmological magneto-hydrodynamic ΛCDM zoom simulations from the AURIGA cosmological simulation suite combined with the phase-space smoothing method  of Lowing et al. (2015). Observational data can be compared to these catalogues to understand the nature of the features in the galactic stellar halo that MWS will observe and the sensitivity of the survey to galaxy-to-galaxy variance and alternative models of dark matter. I will present a comparison between the mocks and early DESI data and discuss potential applications, including calibration of measurements of the DM density profile using halo star kinematics and, tests of methods for reconstructing the Galactic accretion history from newly discovered stellar substructure.",Mock Catalogues for DESI Milky Way Survey
Raj Kumar Pradhan,"The local halo gives an important hint for the formation and evolution history of the Galaxy in the past. We report the multiple halo substructures within the solar neighbourhood traced by Red giants. Using a combining data set of recently released Gaia DR3, APOGEE DR17, and GALAH DR3, we study chemodyamical properties of substructure and streams and find 2/3 fraction of halo stars having high eccentric orbits (e>0.8). Also, we study a particular substructure – Gaia-Sausage-Enceladus - halo stars and find its peak metallicity (Fe/H) is about -1.14 dex. Using the Gaussian approach we have identified the different halo substructures as well based on action angle, energy, eccentricity, and metallicity. We also examine the distributions of the halo substructure on the Mg/Fe – Fe/H panel with Al/Fe.",Chemodynamical tagged groups of halo substructure in the Milky Way Galaxy within the solar neighbourhood
Rizky Maulana Nurhidayat,"Analysis of the old stellar population at different ages can represent the evolution of the Galactic warp. We want to find the possible mechanism that drives the warped disk. We analyzed the phase space of RGB stars from Gaia DR3 and crossmatched them with stars from the Kordopatis catalog to get their ages. To infer the warp parameters, we used MCMC fittingof two warped models (linear and power law) for both spatial and kinematics data. Based on the Akaike Information Criterion (AIC), the linear warp model gives a better approach than the power law model. The warp starts at R_w=12.37 kpc with the line of nodes ϕ_w=10.72° in spatial and shifts at 9.92 kpc and -4.08° in kinematics distribution.  The warp constant a_w remains fixed at about 0.30 in both distributions. The difference may come from the precessed rate of ϕ ̇_w=14.52 km s-1 kpc-1 and the amplitude rate of A ̇_w= 3.08 kpc Gyr-1. The eccentricity analysis of the Southern and Northern warp showed that the disk’s potential is still axisymmetric. The value of ϕ ̇_w and A ̇_w in axisymmetric potential suggests that the warp is a transient feature due to the gravitational interaction with the satellite galaxy. After the interaction, the stellar experienced a damped vertical oscillation. It is shown in the deviation in vertical position which varied in the different age ranges. The phase space analysis of RGB stars shows that the warp is a transient feature driven by the gravitational interaction with the satellite galaxies.",Galactic Warp from the Phase Space of RGB Stars
Shobhit Steven Kisku,"Our understanding of the Milky Way’s formation history has seen some major advancements in recent years with the help of Gaia and other large scale surveys, in particular SDSS/APOGEE. One of the most important findings in the past several years was the discovery of the Gaia-Enceladus/Sausage (GE/S) system, a massive dwarf galaxy that collided with the Milky Way about 10 Gyr ago. It has been proposed that the collision of GE/S caused an abrupt heating of the Galactic disk, which has been dubbed the Splash. We have identified the Splash population in the APOGEE DR17 database and ARTEMIS simulations, studying its ages, as well as chemodynamical and spatial properties.  In the simulations if we define the Splash as the retrograde in-situ population we find, when comparing the Splash fraction between simulated galaxies with and without GE/S like mergers, on average a higher Splash fraction for galaxies with GE/S like mergers.  By comparing our results to the properties of the high-alpha disk, we test this formation scenario and shed new light on the origin and evolution of the Galactic thick disk.",The chemodynamical properties of the Splash according to APOGEE and ARTEMIS
